timestamp,meter_id,consumption_kw,voltage_v,current_a,power_factor,frequency_hz
2026-04-26 12:44:01.333984,MT_000025,8.359775329281474,241.6264879586836,-0.03530250529859515,0.9067237933880714,50.064901391495795
2026-04-26 12:59:01.333984,MT_000025,9.978937666428312,226.7287196448244,-0.031643743098971985,0.8817848348311493,50.055481247992226
2026-04-26 13:14:01.333984,MT_000025,8.722583274659145,233.4210350765517,-0.008281913796255772,0.8345388954483516,49.94872148852924
2026-04-26 13:29:01.333984,MT_000025,7.461300896850353,226.00425400807987,0.194686628749506,0.9096935468509899,49.94975798185969
2026-04-26 13:44:01.333984,MT_000025,10.211776317008187,228.87425007276548,0.06454727509721463,0.864202224137492,49.85328249453553
2026-04-26 13:59:01.333984,MT_000025,10.161192393049818,228.40392917527737,-0.06253489075955693,0.7894591054505111,50.073242148419666
2026-04-26 14:14:01.333984,MT_000025,12.409101358124417,230.774478269259,0.03179362836425203,0.8346567579990346,50.19176722676337
2026-04-26 14:29:01.333984,MT_000025,12.30491172455014,243.29992167594452,0.11143803639212116,0.8619087546193815,49.92271929313309
2026-04-26 14:44:01.333984,MT_000025,13.915410254771903,227.2922539200659,0.12286062091772687,0.8706923453461706,50.02004268286066
2026-04-26 14:59:01.333984,MT_000025,10.584826848135483,231.71787412107258,0.03687141984376383,0.7714785111051283,49.8131560118073
2026-04-26 15:14:01.333984,MT_000025,11.899239394445273,228.28393066924258,0.023319196183142286,0.880489955901951,50.089608111870625
2026-04-26 15:29:01.333984,MT_000025,13.002177409734655,238.5940992262223,-0.0018744376039874847,0.7983177178309384,49.995355380148325
2026-04-26 15:44:01.333984,MT_000025,11.382721125696797,230.2344891408017,0.027590793732109313,0.8126839713173333,49.848503417967706
2026-04-26 15:59:01.333984,MT_000025,6.773092138230991,228.43511287730675,0.05525235266856429,0.8770478981046261,49.95394909179268
2026-04-26 16:14:01.333984,MT_000025,10.802487806743596,229.1847492458965,-0.07749643660549257,0.8433808620262344,49.854777637683156
2026-04-26 16:29:01.333984,MT_000025,11.282444248003321,233.05725063054058,-0.044160459392665836,0.7795939039962736,50.01878655771315
2026-04-26 16:44:01.333984,MT_000025,10.317967478229628,232.86378358839715,0.0728149159698161,0.8819321598720717,50.01709764510491
2026-04-26 16:59:01.333984,MT_000025,11.10900174024864,225.1059802347965,0.03398696931410427,0.7613337463332037,49.86654800117871
2026-04-26 17:14:01.333984,MT_000025,9.036369370570267,225.9887225435251,0.08884823106159935,0.8648482916900532,50.078264330896175
2026-04-26 17:29:01.333984,MT_000025,9.939037249836506,227.08451882998818,-0.15896360982541408,0.8744240678925718,49.801574320718984
2026-04-26 17:44:01.333984,MT_000025,10.006682246042601,226.44493738470854,0.025756574008507737,0.8690291029177362,50.02196342172316
2026-04-26 17:59:01.333984,MT_000025,12.907870312449152,228.727040692172,0.17144388094125518,0.8010177069390493,49.908160401751594
2026-04-26 18:14:01.333984,MT_000025,50.5494706056886,236.102447976726,0.24733783978937346,0.7781780834407315,50.07833692717815
2026-04-26 18:29:01.333984,MT_000025,46.22065232563495,231.33505902697215,0.37427899610859616,0.8396647389054481,49.93720453993822
2026-04-26 18:44:01.333984,MT_000025,47.94627976784939,227.76120217910102,0.19361331342997476,0.8235486925266645,50.020333374783604
2026-04-26 18:59:01.333984,MT_000025,46.08694657485048,232.8556493766447,0.14262300290060143,0.7858118512565337,50.00797963970005
2026-04-26 19:14:01.333984,MT_000025,50.88572485450272,236.2510177894094,0.3463836249277352,0.8105415277006414,49.83688938503546
2026-04-26 19:29:01.333984,MT_000025,47.370532155601595,222.67178385881934,0.10002563402094398,0.8474558293175685,50.141521726490936
2026-04-26 19:44:01.333984,MT_000025,47.78428823636007,236.3383631776503,0.13022142495459824,0.7985502713730631,50.0390748972836
2026-04-26 19:59:01.333984,MT_000025,44.58808445199507,231.99442533601024,0.19494842268647958,0.8970315864678877,50.20741440663254
2026-04-26 20:14:01.333984,MT_000025,44.93224376279715,224.002526129213,0.059502824762090234,0.8543625111237925,50.016666858664124
2026-04-26 20:29:01.333984,MT_000025,48.46694098426849,230.21833812665287,0.2438295951387494,0.7648930055644657,49.83968366422033
2026-04-26 20:44:01.333984,MT_000025,50.72382347185479,232.35696111769212,0.26061375078084376,0.8698237925459149,50.11328191937347
2026-04-26 20:59:01.333984,MT_000025,47.785379691802426,231.66868962294143,0.1792835669117866,0.8468372244127108,50.034296443642965
2026-04-26 21:14:01.333984,MT_000025,3.6907769090782083,230.19017734867,-0.03267311964790169,0.8632874940164639,50.02049223651927
2026-04-26 21:29:01.333984,MT_000025,5.37752901135512,228.32205319440854,0.10293725940179044,0.8400096361564903,50.08743337757694
