timestamp,MT_000087_consumption,MT_000088_consumption,MT_000089_consumption,MT_000090_consumption,MT_000091_consumption,MT_000092_consumption,MT_000093_consumption,MT_000094_consumption,MT_000095_consumption,MT_000096_consumption,MT_000097_consumption,MT_000098_consumption,total_consumption_kw,feeder_id
2026-04-26 11:55:13.534278,25.190654897271084,21.920674313713373,,44.72499989085505,14.520188559035061,13.064260496158923,10.88565784367011,32.80211117634977,27.69338142350464,15.485762634963592,33.58029871713685,,239.86798995265846,FD_0010
2026-04-26 12:10:13.534278,26.518022008914787,20.920172365721417,7.099689894152099,45.39198643182945,14.075221235310076,7.6405402286965565,9.926190372874972,29.06003223273161,21.150235794217295,14.370843174869677,36.49114667184742,20.085043702669314,252.72912411383464,FD_0010
2026-04-26 12:25:13.534278,25.963298332430387,19.743950322403663,6.7480157158435725,43.857387371529256,13.639250514875227,6.984395503816792,10.581812451423385,31.22490697495368,24.277518596031612,14.530106966354577,37.378024787302785,20.79865652565874,255.72732406262364,FD_0010
2026-04-26 12:40:13.534278,31.101658063935723,24.89611446962314,7.342917260451829,45.91608580016046,14.765268175630961,10.632023485917122,11.524262187190951,32.47720765835313,22.151212228019766,13.86864056633857,33.71040850926154,,248.3857984048832,FD_0010
2026-04-26 12:55:13.534278,26.173677686949496,23.75845585189096,7.74347801302001,50.135385786941185,14.8367087407665,11.640908253785701,12.133234992577481,30.3284917870298,25.888688710330975,14.195697931899716,35.32833176327816,20.713213421248266,272.8762729397182,FD_0010
2026-04-26 13:10:13.534278,27.282784642878116,22.69490921122347,7.947340443678763,47.778949179896586,,7.530430791100682,10.605501068519795,,24.45219984059985,14.426020871664873,34.251811768268475,24.514689590079254,221.48463740790987,FD_0010
2026-04-26 13:25:13.534278,26.83374079904247,25.06012864424185,7.225537023937592,46.77499599298772,14.325856439766648,8.872741075585537,11.066713391802699,30.21403318797778,23.33751572573668,14.15002617047235,32.85091687066928,20.340836603391438,261.05304192561204,FD_0010
2026-04-26 13:40:13.534278,25.695896870451843,25.10821664902486,5.902321940275865,45.48398841975523,14.843545392690169,8.077325335515885,9.289075475858146,33.21196312223526,22.710979764252386,15.40121222069921,33.42211616003157,23.347061974671607,262.49370332546204,FD_0010
2026-04-26 13:55:13.534278,24.086514087282367,25.104362517084827,7.236285866652361,49.219874809045095,13.538270705994059,8.408961857848244,11.227283090023429,32.10748088083791,22.97957042855391,14.172436389323817,35.561615222138705,22.959212832540015,266.6018686873247,FD_0010
2026-04-26 14:10:13.534278,26.34797590828244,25.041419464330037,,,14.651254915745406,6.364866278819351,12.338183729497201,30.795855667844645,29.474299587962708,14.81647191126092,43.2152213965516,27.26003051838323,230.30557937867755,FD_0010
2026-04-26 14:25:13.534278,24.307263955834486,23.002738222364847,7.948024306829494,44.169763074556705,15.404990771713136,8.894622951833954,10.418791578864594,31.590534869245516,25.752710703997003,14.55176915506203,38.25233880205613,23.146182687883282,267.4397310802412,FD_0010
2026-04-26 14:40:13.534278,23.154636008072085,21.646939673539514,8.43536704601006,46.14509455886209,14.446127372546167,9.742841213534257,12.604420255689496,30.910100132826337,22.459570644160753,14.79880442937328,41.40940008264527,27.407065674676037,273.16036709193537,FD_0010
2026-04-26 14:55:13.534278,27.94329424848552,21.64502726337925,8.365061626499077,46.81132301604896,13.97958233846609,10.074739203305715,9.802087998025996,31.372149243918916,25.663148137949317,14.939778982914431,,25.66682068653677,236.26301274553003,FD_0010
2026-04-26 15:10:13.534278,23.735943886272878,25.26515241379842,7.868002052883867,47.70026996715099,11.515923751967927,13.177384773768075,11.485205729736123,31.32969979371754,23.12729220931604,11.629680661593488,39.7260751700419,23.501857866352793,270.0624882766,FD_0010
2026-04-26 15:25:13.534278,26.878965811349786,23.93775859916499,7.642470229091128,46.286461521938534,12.108980007522039,8.412049054662468,12.344209694222343,29.24261992471842,22.117309802486684,11.430703591373709,41.00311769653846,24.348764218572185,265.75341015164076,FD_0010
2026-04-26 15:40:13.534278,21.139540326991305,21.56190812163833,8.805504679418203,44.62655598989387,11.531648246711306,11.254310861384592,9.098589799693588,31.42725258001828,21.955360816351895,11.412921417749644,42.533897379569744,23.137979167149105,258.4854693865699,FD_0010
2026-04-26 15:55:13.534278,25.076578922257305,24.33765853908173,7.369770610600745,45.39436314282446,12.331397111695425,12.328431494190664,10.17826792241782,32.45909128774252,23.505645139274648,11.348025321935312,41.75901723372042,21.594727774267504,267.6829745000086,FD_0010
2026-04-26 16:10:13.534278,28.859366937562317,27.251576737276622,8.232373447263825,48.6378166668784,,12.191246600856873,10.590780948323118,33.10180606399194,19.003367933478756,11.801100796627614,43.25982486010763,26.476758749960677,269.40601974232777,FD_0010
2026-04-26 16:25:13.534278,25.451381536576562,22.465065255750087,8.408326073711542,46.06366540476254,11.108095490101896,6.58562766521732,11.612715386833258,32.69528008803804,25.526830744701257,12.006585456933651,45.66267162194972,25.089669769830508,272.6759144944064,FD_0010
2026-04-26 16:40:13.534278,22.142929950226527,21.196975723550576,7.448009753905005,44.71280663119388,12.462319237153821,6.732059167627013,12.101837975808545,32.24727489756933,28.512742449516036,12.875977015480586,41.766993743073186,23.222303773087972,265.4222303181925,FD_0010
2026-04-26 16:55:13.534278,25.82861076389156,25.264698963860877,7.179424742208821,41.171536140469925,10.940440859112151,9.81850436942726,10.574856049860689,31.026072424978416,25.151319149240184,10.935013750032493,44.68753826233537,20.817000075284312,263.39501555070206,FD_0010
2026-04-26 17:10:13.534278,37.77914102480059,36.25205490226163,,45.573944248223484,12.148069483615654,8.261843089054011,19.121785389915935,30.203174285237083,34.50191389024566,11.555440935366862,42.84887077652799,35.87719709189499,314.12343511714386,FD_0010
2026-04-26 17:25:13.534278,38.37287017658834,34.097594389494056,11.825606594093939,45.722909449213816,11.474995444800188,7.763934819608372,15.267664078756622,33.23772153084952,37.354864743619856,11.460221886672787,46.02371801628145,29.541553899453444,322.1436550294324,FD_0010
2026-04-26 17:40:13.534278,43.10140799521724,34.77971293998641,13.095618980544817,44.565454879530506,11.332768840512035,7.5434336586338295,18.76633805346843,31.282502405780892,33.29616615925452,11.00635567535643,44.19384941585811,35.974899182625336,328.93850818676856,FD_0010
2026-04-26 17:55:13.534278,34.39036882729913,38.48959921117234,11.141140691450719,46.58015489318554,11.403403467176057,10.79803987528111,18.30104074970091,32.92222695394367,35.13259322321438,10.673706187434911,41.64623629332303,36.49622453147125,327.974734904653,FD_0010
2026-04-26 18:10:13.534278,52.40546498110111,43.56141154981715,16.07263204318263,43.58215578610899,2.9873840446726914,42.69229569340652,22.65553521463285,27.764840063434118,47.61717966626333,3.1951959845341587,40.687619909354936,48.1088657177973,391.33058065430583,FD_0010
2026-04-26 18:25:13.534278,50.15302169206066,45.799030042979055,16.113784485127514,41.41618734764254,2.7911406244116383,42.41929000262982,20.83175735057535,29.468554117454925,46.255046321107464,3.815697707317435,42.48748069687544,47.699405685272474,389.25039607345434,FD_0010
2026-04-26 18:40:13.534278,53.81853476317666,45.75119758895887,16.62055625515071,42.21526054815302,2.820476855907734,42.17329843180957,22.545662066167928,27.234683143207413,48.71542018690511,3.146051056666628,43.27257415842271,47.68091884381879,395.9946338983451,FD_0010
2026-04-26 18:55:13.534278,50.67504275773227,48.36809796061733,15.039196622643002,40.98026632859853,1.6948699494278767,42.52992201674948,22.039690419366266,29.36047752395076,43.659195804665,1.9335158463462887,44.044074817082596,46.06116453584708,386.38551458302646,FD_0010
2026-04-26 19:10:13.534278,61.9047362766462,57.66455771482786,19.52182022658062,40.99622162145201,3.012344241518122,40.44190601522647,26.942243862741606,30.61293483812013,57.455509830101015,2.041595736699162,41.7325766987202,57.07106515162418,439.3975122142575,FD_0010
2026-04-26 19:25:13.534278,63.01947201536977,56.17327337343371,19.018384310993714,44.604979193425194,3.399526823972324,40.12289647680489,28.9584108975359,27.732064315447428,57.580949463621536,3.644123483862086,43.710697668766954,59.50214142868549,447.466919451919,FD_0010
2026-04-26 19:40:13.534278,60.05147919457934,58.1311697086152,17.88843321878626,,1.7078156183522328,41.63337209215968,27.132017060435643,29.346835033522503,56.837986312676534,1.986591682944539,40.44183521029729,55.24607831992894,390.4036134522982,FD_0010
2026-04-26 19:55:13.534278,63.66137646481157,63.03152118716477,19.929829916354652,43.8225040317573,2.298388221178988,41.33185171225896,29.220348742224296,27.569610618397313,57.554745426511865,2.485656995394471,44.10760391035069,53.94575677593209,448.959194002337,FD_0010
2026-04-26 20:10:13.534278,57.10882440209859,54.08385021379613,17.013333388680586,15.322930197776197,2.8429676768767926,42.70875518359157,26.145922808724386,9.440899925744699,50.908754388397014,2.9181837957227037,41.80085989353799,55.268671339576976,375.5639532145237,FD_0010
2026-04-26 20:25:13.534278,57.600876103650776,53.230195516264175,16.847511476454976,18.063133161869622,3.036966871330769,44.00630350718047,24.46495188413371,11.764351866059169,51.4946271612812,3.7373638703204546,40.819872155848124,53.384548604798816,378.45070217919226,FD_0010
2026-04-26 20:40:13.534278,60.1216732753224,52.72065974030013,17.64948780390016,12.419702087853999,2.9909949893566514,42.80507074305424,27.23676102153343,9.772227979368331,51.79969363202625,2.413782162931036,42.276327044533105,52.45328157605068,374.65966205623045,FD_0010
2026-04-26 20:55:13.534278,55.921596093194246,,17.513044485099797,11.94444780606467,2.9324243253645847,42.32920435045866,24.131562341890643,8.405385927879667,52.12732708125433,3.649052500245568,42.79437459931885,54.72079858978735,316.4692181005584,FD_0010
2026-04-26 21:10:13.534278,43.730772936155034,43.367972578365986,12.426160019558331,13.907098309785647,1.6719169346069072,4.753522020509398,19.96403667916414,10.402330414232464,41.08985207781121,2.3476997358144573,44.035602024603236,36.62549070230861,274.3224544329154,FD_0010
2026-04-26 21:25:13.534278,42.194663132968,40.427193644692785,12.98782582047075,13.186152101432128,2.846652735118375,3.818542651256769,18.849320371728272,8.357585286521736,41.24430179328742,2.948447376734158,43.01333705727603,41.46111786217273,271.3351398336591,FD_0010
2026-04-26 21:40:13.534278,41.70166409462183,42.02668647790416,13.77772452115463,13.221060078197196,3.209493720688071,4.076038746400807,18.516567237387317,10.5030536945812,41.381233124596214,1.8520608597398307,42.88639247900886,40.88592426832055,274.03789930260064,FD_0010
2026-04-26 21:55:13.534278,46.09424550430986,40.30867198076938,12.929046191810317,13.729431485774738,3.492575639283529,1.903903347532919,21.22883244216068,9.049988034121768,44.877622717630025,3.033322343150651,43.9925565090828,38.495803006930096,279.1359992025568,FD_0010
2026-04-26 22:10:13.534278,13.917842004708032,10.007498363163172,5.681479269570108,14.87069267508726,2.4843325156018645,6.128522246556278,5.239383252740473,8.562464157053734,12.358901695231397,2.7197114298152507,26.333546294083632,13.101761229032013,121.4061351326432,FD_0010
2026-04-26 22:25:13.534278,6.722800605919822,13.131994209396904,1.8092380580427192,14.995732309771304,3.3967553703862348,4.741398318428085,,10.030852716348091,12.032948551140752,3.212494815747545,29.04878432569959,14.240010503777416,113.36300978465846,FD_0010
2026-04-26 22:40:13.534278,15.114702236840161,14.535643717776601,3.989293185601055,13.556326221027879,2.384467605161683,4.698118618352228,4.241619906491719,9.531459853837065,9.169344870228752,1.706793557429418,24.98562826127967,14.222869287138355,118.1362673211646,FD_0010
2026-04-26 22:55:13.534278,14.744732820282763,,4.300300453707262,14.4956254605508,3.491596029376448,2.63945103805518,4.813942706801766,8.970895104868967,11.59206573373992,,28.41257035098341,11.658209453143584,105.1193891515101,FD_0010
2026-04-26 23:10:13.534278,13.116877930510588,10.982300599821437,3.5624728128638647,11.361214682197822,3.3476517395808627,6.599194558527053,,8.395180696313453,13.711330909290025,2.8210619750861796,24.550746756877576,17.3394298199854,115.78746248105425,FD_0010
2026-04-26 23:25:13.534278,12.189148607803672,11.121077585553373,4.766094963996891,13.98182595645664,2.2904742025423372,6.386428968576672,3.418306339435116,9.531133244701243,11.499217637282522,3.4944197186829036,25.423645719198337,15.113783664702325,119.21555660893203,FD_0010
2026-04-26 23:40:13.534278,13.517527423476736,10.349282791912358,2.7632819518016873,12.710506282621138,2.5288322511374783,4.25442945208801,5.0611974187330455,9.186509135703735,9.177998480459486,2.97598598427023,24.942987802232974,11.181559982041858,108.65009895647873,FD_0010
2026-04-26 23:55:13.534278,12.427749117918406,13.118998426665113,4.502368801834133,14.795480501084743,1.7243210827935904,4.744352142056029,5.400071563298704,6.986715031882001,10.764082544984756,2.9713557006612037,25.158709533225284,13.46467596513292,116.0588804115369,FD_0010
2026-04-27 00:10:13.534278,14.882584846216382,10.494603592781212,3.6177789744690485,12.629644211858135,3.2002140742437817,4.680933617789756,2.8187240689310777,9.409436543053852,11.675400088736914,3.5851250576197327,24.94446987219017,10.138996341482075,112.07791128937214,FD_0010
