timestamp,MT_000018_consumption,MT_000019_consumption,MT_000020_consumption,MT_000021_consumption,MT_000022_consumption,total_consumption_kw,feeder_id
2026-04-26 12:44:01.333984,44.09463302837255,28.85147032896486,21.545280037325842,4.466780231603189,27.54569078158029,126.50385440784673,FD_0003
2026-04-26 12:59:01.333984,41.51746813112997,26.148797474046777,20.709569489056015,4.6831708254009365,29.72005879065225,122.77906471028595,FD_0003
2026-04-26 13:14:01.333984,41.90395067522679,28.02047397579584,23.442981773482593,4.136981549822946,29.11136235823612,126.61575033256429,FD_0003
2026-04-26 13:29:01.333984,,27.108852588246105,24.421374956296486,4.065905426757135,24.10016934784624,79.69630231914596,FD_0003
2026-04-26 13:44:01.333984,,28.579684243455358,23.81808075429825,,26.595583706243417,78.99334870399703,FD_0003
2026-04-26 13:59:01.333984,43.453315267617256,29.966849844888362,26.517208923502498,3.8987426127338836,26.952410345205337,130.78852699394733,FD_0003
2026-04-26 14:14:01.333984,41.8905215237609,33.776739483323176,32.16247966695361,4.22576272892882,29.786742803955946,141.84224620692243,FD_0003
2026-04-26 14:29:01.333984,42.89933643881076,33.946609521533446,23.758485183956296,4.153020046379627,26.380097730920333,131.13754892160046,FD_0003
2026-04-26 14:44:01.333984,44.61361760843715,32.284477836952654,26.995066693083178,4.127973598929356,27.911763608998392,135.93289934640072,FD_0003
2026-04-26 14:59:01.333984,47.065689871175906,36.19136152412547,28.2131345199199,5.439299416741852,,116.90948533196313,FD_0003
2026-04-26 15:14:01.333984,43.08692485973992,35.272679675613574,29.273280392625264,4.555718591686895,27.63518688305281,139.8237904027185,FD_0003
2026-04-26 15:29:01.333984,47.0955348291845,36.873883947599694,26.125641798703267,4.869113416793405,35.71506991097161,150.67924390325248,FD_0003
2026-04-26 15:44:01.333984,45.63850432140805,34.029177981957275,25.82353852717223,3.6590983283937195,27.146701705405096,136.2970208643364,FD_0003
2026-04-26 15:59:01.333984,41.873029528897085,34.598091012095296,27.30838849853177,4.1138693570999,28.04213342794383,135.9355118245679,FD_0003
2026-04-26 16:14:01.333984,46.616318068566514,,26.950775538165622,3.7651690858255766,26.229642746769716,103.56190543932742,FD_0003
2026-04-26 16:29:01.333984,44.060275893229914,34.49015316271277,26.867328880243264,5.1892093542683035,26.459574612651608,137.06654190310587,FD_0003
2026-04-26 16:44:01.333984,46.00019883210441,34.292617361944394,26.692239547108965,4.98405344476011,30.768620838882253,142.73773002480013,FD_0003
2026-04-26 16:59:01.333984,45.368915126845074,34.98667295827579,25.9413246819198,3.9926950976811164,31.988413853131576,142.27802171785336,FD_0003
2026-04-26 17:14:01.333984,42.206895234691146,34.09902705189761,37.48884130794863,6.120342452066303,44.33414455996812,164.2492506065718,FD_0003
2026-04-26 17:29:01.333984,43.62049794548178,35.751697963518524,38.22295153142552,6.078296586899677,39.743534480520246,163.41697850784576,FD_0003
2026-04-26 17:44:01.333984,45.31328465012061,33.78571575656259,37.80976582311786,6.91648663134619,41.917420542416615,165.74267340356386,FD_0003
2026-04-26 17:59:01.333984,44.79622619835848,34.57609472706187,36.939929246510204,7.053703429491808,40.29109765985949,163.65705126128185,FD_0003
2026-04-26 18:14:01.333984,42.08040632388909,35.60463447733474,51.60962314139049,,60.537302741606915,189.83196668422124,FD_0003
2026-04-26 18:29:01.333984,39.17997377224076,34.77742820858863,50.642027480710205,8.444626312874423,52.290521368799055,185.33457714321307,FD_0003
2026-04-26 18:44:01.333984,41.59660005875355,34.886321886780465,56.154611203372966,9.221656936109001,55.56485834294685,197.42404842796284,FD_0003
2026-04-26 18:59:01.333984,41.343350681663445,34.96567386109791,49.75542493032961,8.678389478062511,54.6487360513916,189.3915750025451,FD_0003
2026-04-26 19:14:01.333984,37.50786453630088,34.5131682092225,65.26177203235287,,72.52967873644685,209.8124835143231,FD_0003
2026-04-26 19:29:01.333984,39.241872550968885,34.69222605739815,62.44380652302945,10.941185008601805,69.76792250737572,217.087012647374,FD_0003
