timestamp,MT_000064_consumption,MT_000065_consumption,MT_000066_consumption,MT_000067_consumption,MT_000068_consumption,MT_000069_consumption,MT_000070_consumption,MT_000071_consumption,MT_000072_consumption,MT_000073_consumption,MT_000074_consumption,MT_000075_consumption,MT_000076_consumption,total_consumption_kw,feeder_id
2026-04-26 12:44:01.333984,16.563514297865478,25.29011061657717,50.35641983649448,0.8696699084648507,18.868563407934584,26.53573406930302,19.4203240218,23.622042423766796,7.214004825786934,5.094947732602398,17.163495029801645,,9.58167422573274,220.58050039613013,FD_0008
2026-04-26 12:59:01.333984,14.354682096149606,25.165458003434498,59.823009439503515,0.9415205976871883,18.90214571189524,24.456346337654324,20.096176486907872,24.768767231308384,6.0511950448869225,4.88885070452889,17.092889546142523,3.2061344063838058,9.100762498610251,228.84793810509302,FD_0008
2026-04-26 13:14:01.333984,11.430133062725965,21.943988583073367,53.63558180721965,0.7614211329753366,17.510882730631792,27.405677355208425,19.948707287691608,24.256622201809044,7.217509280375015,4.0131808389420005,15.15242011640636,3.2703847994088497,10.08296228618529,216.6294714826527,FD_0008
2026-04-26 13:29:01.333984,14.875226775579328,23.93813489347312,54.95257422413098,0.8476484909159843,17.96312298692201,24.32093320255734,18.54562233055134,24.607149519400043,6.675624882130344,5.465493537035445,,3.036330834053219,10.48541568791951,205.71327736466864,FD_0008
2026-04-26 13:44:01.333984,7.804200317809277,22.361471304671703,54.28964963611317,1.0929785776262313,20.21384642745664,23.613177264315183,20.907523941811984,,6.1235490933835575,7.0843024659522165,13.576848722415608,2.8227466990820447,8.246395255263131,188.13668970590078,FD_0008
2026-04-26 13:59:01.333984,9.913517406704587,22.61540273859411,53.837943247851406,0.8183525999359893,20.166354488440405,25.760381825355847,20.425193749097925,23.919787856076614,5.196714556510764,5.656118503850417,16.34208740351699,3.1092832333734024,8.034608670028593,215.79574627933707,FD_0008
2026-04-26 14:14:01.333984,16.927271715101647,28.268099829209415,53.30871090092575,1.0504003188640771,21.42327559396882,25.434810198485945,19.9220488701928,23.539246048699212,6.439808680293902,4.95391289321637,15.70092246040474,3.925438141447057,11.611659781288202,232.50560543209795,FD_0008
2026-04-26 14:29:01.333984,15.476746862265973,26.746264940866844,55.53402310357304,1.1985002402577092,16.282855810528762,28.961667910423902,20.270626411784733,23.816712567446828,5.69610096736032,4.874297368740908,16.12517805578449,4.180016535011206,9.377278068385912,228.54026884243063,FD_0008
2026-04-26 14:44:01.333984,10.441782831828363,25.945917033605937,57.958715555706796,0.6923550217874339,16.876249573216988,29.795392725683215,19.548893839040684,24.53707144153152,6.329210533054841,4.430908250829903,16.84498094004767,4.075859932131605,9.328595079097234,226.80593275756215,FD_0008
2026-04-26 14:59:01.333984,16.02239501204865,25.159787499290374,58.70490495615777,1.195843792263243,17.720234562934174,25.857103332972702,21.957743184031106,24.953237704201094,6.7490228638541545,5.639198793438763,16.807958168789384,4.250632632419965,8.629922822126117,233.6479853245275,FD_0008
2026-04-26 15:14:01.333984,9.409288320058236,22.03208010260762,57.28930792818252,0.8713666183767085,20.511611664666685,23.840282471024768,20.680091009594413,24.022727314952903,5.11346082033593,6.1207719349827405,15.584871153684679,4.311835992801781,8.97967134073229,218.76736667200123,FD_0008
2026-04-26 15:29:01.333984,12.370793021330615,21.85818176059745,59.360449421735105,0.9217418376509745,14.681782863650483,25.3804494477547,20.28746655531155,23.19316566219622,,7.196590524397561,15.825445024270907,4.667438205180621,8.580589809493693,214.32409413356987,FD_0008
2026-04-26 15:44:01.333984,13.14562952723621,23.49924169352861,53.12517357730376,0.8263545447622834,17.212211793334408,29.302491808261266,19.62029684007703,24.5222386878132,6.483052961500668,4.781228273489926,16.83994542738052,4.208474240546807,10.74586720606473,224.31220658129942,FD_0008
