timestamp,MT_000023_consumption,MT_000024_consumption,MT_000025_consumption,MT_000026_consumption,MT_000027_consumption,MT_000028_consumption,MT_000029_consumption,MT_000030_consumption,MT_000031_consumption,total_consumption_kw,feeder_id
2026-04-26 12:44:01.333984,9.335622457269512,4.959159269916228,8.359775329281474,50.82846180968192,21.062771549902436,3.303119036809403,18.19350007045288,22.16953118720766,8.617851679626472,146.829792390148,FD_0004
2026-04-26 12:59:01.333984,11.177731746179301,5.084587654032351,9.978937666428312,47.80885685498667,23.213958830423575,2.7013571692798064,18.325522139431868,24.302404755331782,9.345836965823768,151.93919378191742,FD_0004
2026-04-26 13:14:01.333984,10.424604554212772,6.484698367659866,8.722583274659145,47.30841079016844,19.862502668796328,3.5544355549755036,18.335326488662254,22.098042429995715,8.761810404145654,145.55241453327568,FD_0004
2026-04-26 13:29:01.333984,10.857705700075748,8.626183482969939,7.461300896850353,47.99465553552888,22.685648929259674,3.30840143475764,17.919170542502407,19.69601748396082,9.42023832306824,147.9693223289737,FD_0004
2026-04-26 13:44:01.333984,11.970478404390699,7.080259933132719,10.211776317008187,46.44003108173012,20.41068581298683,3.428933073125153,17.811730277705728,23.713057999976446,9.194401983785815,150.2613548838417,FD_0004
2026-04-26 13:59:01.333984,9.031298367983224,7.984205156639268,10.161192393049818,44.00029385687219,20.703515594674528,2.8011013306617953,19.07496752897641,23.108655853876773,9.423225170641851,146.28845525337584,FD_0004
2026-04-26 14:14:01.333984,8.862541800125028,5.635467339359882,12.409101358124417,48.52688773853151,23.154996746695033,3.160733503466316,18.914171265935924,21.12348923844715,9.264850947842318,151.05223993852758,FD_0004
2026-04-26 14:29:01.333984,9.109966575881607,6.225635020225604,12.30491172455014,44.85402898000632,22.256792818996345,3.268766138141675,18.70034516788573,20.058117953253912,9.661613703741718,146.44017808268305,FD_0004
2026-04-26 14:44:01.333984,11.595238416908135,4.409471396316835,13.915410254771903,48.88690366790662,23.94889116691215,4.2931344231467135,18.83205715378662,23.505442218901297,10.127052277763006,159.51360097641327,FD_0004
2026-04-26 14:59:01.333984,9.238135209063842,7.6458265348890215,10.584826848135483,46.05715179952754,25.59943275438637,3.7844645351410007,18.65252102840478,21.490494299739087,9.297367442824667,152.3502204521118,FD_0004
2026-04-26 15:14:01.333984,9.246436029189319,6.911389726840834,11.899239394445273,50.45052418451077,,3.3113358215529374,18.24033104022231,21.773977681315195,9.494909963812589,131.32814384188924,FD_0004
2026-04-26 15:29:01.333984,11.394565283421645,5.680803002236897,13.002177409734655,47.73010184271653,24.729993750053687,2.151482328927254,18.572661343557172,25.255940478596482,10.137916865333498,158.6556423045778,FD_0004
2026-04-26 15:44:01.333984,8.486277179544363,7.617139741483906,11.382721125696797,44.71576225577643,25.524185178652743,3.0112096974098765,18.3296228755523,22.230518951293046,9.480548982538336,150.77798598794777,FD_0004
2026-04-26 15:59:01.333984,10.696768831230546,9.543489251033265,6.773092138230991,44.70253097795297,24.296356396073485,2.8829957662202195,18.093178973154462,21.44946815204398,8.944758677603845,147.38263916354376,FD_0004
2026-04-26 16:14:01.333984,12.705942422303666,6.477061440175227,10.802487806743596,45.41434518651281,22.752717215872053,3.1256269717361205,18.883093018388553,22.892950063488062,9.560004134357666,152.61422825957771,FD_0004
2026-04-26 16:29:01.333984,12.520403725115393,5.122939339552573,11.282444248003321,47.266181010621615,22.833389762820982,2.669639149209436,19.165479033136016,22.686571601451806,9.692224061354839,153.239271931266,FD_0004
2026-04-26 16:44:01.333984,10.289752132949175,7.2895935608045574,10.317967478229628,44.62700978969685,22.873596656692662,3.393973631708664,17.955280200311407,26.138406154830797,9.584327650795998,152.46990725601972,FD_0004
2026-04-26 16:59:01.333984,12.458599873461342,6.029078365009539,11.10900174024864,46.60555313417255,22.730439464958415,3.0468851903753724,16.766748407316985,22.352003307124086,8.854710575325637,149.95302005799257,FD_0004
2026-04-26 17:14:01.333984,17.916469111422117,6.608784682879177,9.036369370570267,48.40030372779407,34.48114786077794,4.035590022406218,17.526566628977957,32.223307785945195,9.345161188476418,179.57370037924937,FD_0004
2026-04-26 17:29:01.333984,16.567553147872573,6.836317360825775,9.939037249836506,43.87853659127923,35.06137727764529,2.9545672197416515,,36.51157753136762,9.19427031258793,160.94323669115656,FD_0004
2026-04-26 17:44:01.333984,15.53513997349842,5.504634699156638,10.006682246042601,46.55780625800761,34.99677220603079,4.787870765258531,18.4554568262935,,9.921447921201777,145.76581089548986,FD_0004
2026-04-26 17:59:01.333984,14.211633759410233,6.7697225559133996,12.907870312449152,48.29505140031537,34.31749634183465,3.6624907900244206,18.0171674757326,33.766506634608064,9.055888257536493,181.00382752782437,FD_0004
