timestamp,MT_000001_consumption,MT_000002_consumption,MT_000003_consumption,MT_000004_consumption,MT_000005_consumption,MT_000006_consumption,MT_000007_consumption,MT_000008_consumption,MT_000009_consumption,MT_000010_consumption,MT_000011_consumption,total_consumption_kw,feeder_id
2026-04-26 12:44:01.333984,5.612143467123002,20.979499184703567,2.656148455199782,22.970868153582533,9.573570783930812,46.1760815764769,48.0654085576077,11.060219826879159,11.419111857956068,3.0036857525045884,12.808686108458105,194.32542372442225,FD_0001
2026-04-26 12:59:01.333984,5.607883694011305,18.69928384252805,3.492086466288305,24.79658606807082,11.104926821391068,43.45434253721927,47.57964661323059,10.552218494154818,12.202297048682532,3.3737602432175637,10.81819475437882,191.68122658317313,FD_0001
2026-04-26 13:14:01.333984,5.203749880452534,19.951861471731323,3.43116389829257,23.44966686520748,12.208899917435357,46.03770402018616,48.60662122861433,11.822952791264091,10.66750917520811,3.042522131567582,8.30023497167667,192.7228863516362,FD_0001
2026-04-26 13:29:01.333984,5.2604961245487,23.00092072217893,3.4645287309817134,20.78546731957797,10.343344728475854,45.978270374929956,47.90194536057978,9.574797304033485,12.192876869477027,3.1835151292503108,7.839452006964599,189.52561467099832,FD_0001
2026-04-26 13:44:01.333984,5.3518526688584185,20.475970011288588,3.821985800184957,21.77312063355405,10.437868963353079,45.41486915517151,46.53434954625987,10.608147685012902,,2.8008777181790188,11.076466759154382,178.29550894101675,FD_0001
2026-04-26 13:59:01.333984,5.08179266335305,20.478302683850334,3.127932305911657,23.21485192138781,11.271321185672273,45.456472423773505,47.27922863787253,13.375518254363751,,2.9739306497499283,11.98310385606962,184.24245458200443,FD_0001
2026-04-26 14:14:01.333984,5.26276193729358,18.050301846601922,3.6709798833298617,20.58304269526387,12.704731914997723,43.68740754612536,59.353048194512404,10.049688566473664,9.402147437006791,4.03348013030085,11.612497909677419,198.41008806158345,FD_0001
2026-04-26 14:29:01.333984,5.673163654973489,19.197066385124234,3.796805691137771,25.855913165107186,12.52089097469741,44.349698145467194,59.475544656077666,10.190516170228477,10.36640280067209,4.204190141137789,8.932241926132107,204.56243371075539,FD_0001
2026-04-26 14:44:01.333984,5.474341181565932,20.21851379624783,3.472465203657874,24.26981244635956,11.664637953999966,46.7174809809997,60.184523336969434,12.364191948522208,13.336541634336424,4.180758232104498,11.298036268574414,213.18130298333782,FD_0001
2026-04-26 14:59:01.333984,5.358515853714218,20.942009686455986,3.686639034585332,26.153965011749083,13.597931041463537,45.308599663060804,60.81307589884122,13.339441320188271,11.251880320280414,4.343736515886769,14.683061491706859,219.47885583793249,FD_0001
2026-04-26 15:14:01.333984,5.411055000401912,21.364516646893925,3.691052240770446,24.94634315558928,11.44519479213949,49.0088177146345,61.47739646562989,10.32921884656694,7.724698872400318,4.0620955644736805,11.682184024657598,211.14257332415798,FD_0001
2026-04-26 15:29:01.333984,5.53103017783951,24.02711873806811,,27.604836907705966,11.195085860509918,47.47779262815929,59.12622320747479,10.398025786795316,12.478057822472735,4.1399470888040915,13.016068498975295,214.99418671680502,FD_0001
2026-04-26 15:44:01.333984,5.1038929610826855,19.37931667002111,3.6060906838159856,23.520228070420558,11.17634435472897,46.757747924303324,57.563979382809364,10.313588884252798,9.53513627722274,3.7329836715599996,11.391073504325208,202.08038238454276,FD_0001
2026-04-26 15:59:01.333984,5.480106192647109,18.909928195472855,3.726373167678484,23.206811963477804,11.430603195553566,49.647471273779196,60.837395453283115,12.653783892262132,9.459890983188693,4.016779269902007,11.03715989404875,210.40630348129372,FD_0001
2026-04-26 16:14:01.333984,5.2278681456247105,22.517682615910747,3.6035607102449663,20.787243504051126,11.539443353618774,45.767881589704416,56.681883770196,10.24660380879287,5.771644609250608,4.013077007781825,11.487525554405986,197.644414669582,FD_0001
2026-04-26 16:29:01.333984,5.33231238292077,21.833515343718254,3.7584750224271453,26.74032204320211,11.536471933731226,46.89172585083228,56.441787960273544,11.210015968903704,10.646292102855773,3.813301601582815,16.650154338528882,214.85437454897652,FD_0001
2026-04-26 16:44:01.333984,5.5366627112369,20.124299684306944,4.09022195786439,24.55693995102734,11.399555887801919,43.49437731448491,58.737625894473126,8.668659024493238,10.414208377408027,4.139379526781656,10.578914527689486,201.7408448575679,FD_0001
2026-04-26 16:59:01.333984,5.039036133434932,22.420900928292664,3.6594520445779075,20.393683792112135,10.030343857458426,42.05319163283775,58.87953224113461,11.039774690359744,10.049162773498045,4.046614705696077,10.631319529831272,198.24301232923358,FD_0001
2026-04-26 17:14:01.333984,5.299050778397628,27.48907917720244,5.841903078747353,34.72957567694313,16.744615166386406,49.11447559219591,57.637144217043186,15.604700770586627,7.943279647857656,3.952668478575269,13.11297475936654,237.46946734330217,FD_0001
2026-04-26 17:29:01.333984,5.425018984936591,29.810208940810494,5.724595505329807,34.798958048806206,16.750782181564112,48.391918451731435,59.07357649458112,16.560131079393926,7.1095143144049135,4.232293308850387,12.00161593533211,239.87861324574112,FD_0001
2026-04-26 17:44:01.333984,5.757041333512334,29.322455342388547,5.378729343308833,37.43736550292812,17.352749912850665,42.96713643656397,61.66791903505235,16.202675463652586,9.143828755155784,4.026014431189042,12.43056502793915,241.68648058454139,FD_0001
2026-04-26 17:59:01.333984,5.398902905510501,29.300893998274162,5.099505834120423,38.511751469823345,17.801376699442763,46.670838840691616,61.027523656770214,15.996348830800459,9.991259344840511,3.98149818399574,12.035818155471405,245.81571791974116,FD_0001
2026-04-26 18:14:01.333984,5.202852336982041,40.021146513636005,7.1961386413407755,,23.919027574173228,,60.32293828461389,21.854915576585192,44.60666875003251,3.8883583816260114,,207.01204605898965,FD_0001
2026-04-26 18:29:01.333984,5.01973538574926,41.71191310936086,8.213879460572738,45.811660210989636,21.340750424240454,40.634450720812815,60.93947126350257,22.597411791447445,42.34891454783965,3.8463727862928687,51.62768230476159,344.09224200556986,FD_0001
2026-04-26 18:44:01.333984,4.950187162406122,42.43077833214611,7.670418481181137,48.337731222596084,20.96002037365669,40.39140191967078,,22.152232190130082,41.84427187427189,3.7680890698764133,53.93138257712405,286.43651320305935,FD_0001
2026-04-26 18:59:01.333984,4.718503166889129,43.45194477505896,7.573531739669131,46.758168714485265,22.396249391694145,37.9754074904016,57.08983914755022,22.53101387247441,43.979803323129865,3.997099502888444,54.36203850422626,344.8335996284675,FD_0001
2026-04-26 19:14:01.333984,4.630956924243264,51.480864738800186,9.461355560838705,57.21266694610376,28.935546581752796,40.78507169135752,63.172911676639,26.066172980222635,42.63274218759519,4.106354571410767,53.07701345496014,381.56165731392394,FD_0001
2026-04-26 19:29:01.333984,4.897800216555983,55.062570759653745,9.75054152850433,56.7309603878417,30.87860603035894,39.82789389156684,58.881518425225174,28.06193586955253,42.17709963989298,3.897043066481904,50.932702390399,381.09867220603314,FD_0001
2026-04-26 19:44:01.333984,4.750347274937649,50.54128554353867,9.388420921624075,58.59447778874875,30.01436351831375,41.34945488612471,57.98891302064998,27.676030253906255,42.85707815442274,4.102858926676921,54.86103605359861,382.1242663425421,FD_0001
2026-04-26 19:59:01.333984,5.050565400586274,50.359002461513576,9.017966551010739,57.95715182234256,28.856502572630205,,58.16642840411463,28.411804428882462,43.412745250229605,4.153355045568385,53.247259184623424,338.63278112150186,FD_0001
2026-04-26 20:14:01.333984,1.9404998263466884,45.26992166044899,8.040142650661979,54.09296834886266,26.092132527568307,13.355218304943122,60.47731476676359,24.055970596409765,43.185961632391866,4.033330358705689,48.48987495950586,329.03333563260855,FD_0001
2026-04-26 20:29:01.333984,1.8887280417518664,46.76529961303761,8.191427027113283,52.213683563938126,25.70374021419498,11.126862724001171,55.97603092832852,23.97467825626371,45.965015988994196,3.7661492426283596,53.647016907185495,329.21863250743735,FD_0001
2026-04-26 20:44:01.333984,1.5309694864871095,45.35869235646328,8.19365302450562,52.98980065505955,25.16347942179454,16.5134752016366,60.86920611566787,24.629427166680504,43.91793479864707,4.031565508827929,51.5590664297984,334.7572701655685,FD_0001
2026-04-26 20:59:01.333984,1.7766351424773121,45.14253967999704,8.000287073879864,51.436791587059766,25.428387375335554,17.16361641448258,62.60906202461853,24.7619068466042,45.417380740315544,4.0030691032858385,52.43219579937314,338.1718717874293,FD_0001
2026-04-26 21:14:01.333984,1.1458771967172185,34.9989402596423,6.035913534299242,41.40384671185014,19.263536802035652,14.926895350885125,58.54604598288045,20.390227930001377,4.312554980098374,3.8617966861948436,,204.88563543460475,FD_0001
