timestamp,MT_000077_consumption,MT_000078_consumption,MT_000079_consumption,MT_000080_consumption,MT_000081_consumption,MT_000082_consumption,total_consumption_kw,feeder_id
2026-04-26 12:44:01.333984,41.904709162835374,40.7119266468281,19.002747998199297,46.49203838546088,14.829375059219768,15.152881436325986,178.0936786888694,FD_0009
2026-04-26 12:59:01.333984,41.60908677801421,42.883039964384594,19.920820243505432,49.703672446690476,16.63840414858581,15.714083280842761,186.46910686202327,FD_0009
2026-04-26 13:14:01.333984,41.067281947101236,43.37444014764866,17.738913655462678,48.541392257621844,16.67567072144252,16.451425379132964,183.8491241084099,FD_0009
2026-04-26 13:29:01.333984,41.082207339711644,36.75575080349529,15.248580781293583,57.56796173626908,20.457696520417265,15.574236408657574,186.68643358984446,FD_0009
2026-04-26 13:44:01.333984,44.21644262462644,41.01999880937026,22.07212616022113,49.7541056146223,16.199186331645333,16.63071692540468,189.89257646589013,FD_0009
2026-04-26 13:59:01.333984,43.84595563998837,38.01553740766082,20.570802568483167,49.81316276140625,18.69769339878859,17.725452657261766,188.668604433589,FD_0009
2026-04-26 14:14:01.333984,37.93374570670334,38.69524132775091,20.87840373074146,62.2108910990168,16.86470285939861,17.6807011072585,194.26368583086963,FD_0009
2026-04-26 14:29:01.333984,41.24487169752659,40.42333817527485,23.202367727572145,60.53779911269489,19.776946557922578,16.275772252279054,201.4610955232701,FD_0009
2026-04-26 14:44:01.333984,42.47167756428218,43.33516625251524,20.03939953536348,68.61930580657892,20.072801666776225,16.083868587168105,210.62221941268416,FD_0009
2026-04-26 14:59:01.333984,38.754388416755944,45.99414007070054,22.85263141021848,65.77205436853875,16.435062685209108,16.795312622412727,206.60358957383556,FD_0009
2026-04-26 15:14:01.333984,43.908024798060616,43.397490589727845,23.47799960639479,63.88960456893862,16.513789478932193,17.98073942845172,209.16764847050578,FD_0009
2026-04-26 15:29:01.333984,42.219890358155006,43.53968732259332,,68.84243991978515,14.380924163333567,17.452382384509285,186.43532414837634,FD_0009
2026-04-26 15:44:01.333984,41.06084445264477,41.1536405374391,19.1911842057314,63.1409558008152,16.886768957407988,15.037839908146697,196.47123386218516,FD_0009
2026-04-26 15:59:01.333984,44.748143117436214,41.33829919958619,18.798185489947127,58.78455385243884,21.161696438822656,16.384863739115712,201.2157418373467,FD_0009
2026-04-26 16:14:01.333984,42.39390437099848,41.794516760577224,19.968457654420288,63.231215526772196,17.091870326243626,19.44148481091513,203.92144944992694,FD_0009
2026-04-26 16:29:01.333984,39.60775938740124,39.4344633344386,20.06917138144181,62.32518659058361,16.7940757736886,15.539525725816382,193.77018219337026,FD_0009
2026-04-26 16:44:01.333984,39.58772621695079,36.90882848736381,20.357926377975655,63.38848430304178,15.177946454624486,15.85110064306168,191.2720124830182,FD_0009
2026-04-26 16:59:01.333984,41.674103463026555,42.144008812727044,16.91603097965259,65.20136795094784,14.883022029370062,15.686382146663556,196.50491538238765,FD_0009
2026-04-26 17:14:01.333984,40.90293408838976,40.10895357512495,31.44266813913294,61.99285262483772,25.95308179482544,24.644010911979112,225.04450113428993,FD_0009
2026-04-26 17:29:01.333984,42.33966342435158,43.378380131659554,30.942551744250583,59.67757527531603,25.21092424812504,24.756915242118637,226.3060100658214,FD_0009
2026-04-26 17:44:01.333984,42.45291328316679,41.23247836680279,30.360909366620007,65.18038558065106,21.924813479396065,22.489359894802895,223.6408599714396,FD_0009
2026-04-26 17:59:01.333984,39.74730967126545,42.090457143894874,32.004663189745045,60.549365231509334,23.99817589090227,25.78835526347163,224.1783263907886,FD_0009
2026-04-26 18:14:01.333984,36.20242005306126,34.87905264129875,40.37289582063417,60.74677750047363,33.90322164230866,33.5316093334374,239.63597699121385,FD_0009
2026-04-26 18:29:01.333984,36.89634652665859,36.09778364965984,42.07666018421513,63.72321326704413,34.334462902347894,31.70103645471478,244.82950298464038,FD_0009
2026-04-26 18:44:01.333984,35.068570853159464,37.36364472019116,39.34895587410869,62.56628134987313,32.61996481777612,34.565041639183015,241.53245925429158,FD_0009
2026-04-26 18:59:01.333984,37.12842756167995,36.391524005225506,40.21814322441043,61.6568965501996,33.28383877639448,33.472950791955405,242.15178090986538,FD_0009
2026-04-26 19:14:01.333984,36.89846946263813,35.609543548918396,49.44808160287297,62.078907727782386,42.00420904607525,,226.03921138828716,FD_0009
2026-04-26 19:29:01.333984,39.59963932030828,33.7507928173528,48.89493704931658,62.09573917764221,39.84953664546982,38.795414261819325,262.98605927190897,FD_0009
2026-04-26 19:44:01.333984,37.55683952898286,36.627238445547796,48.170739077502326,59.3654969374907,41.027307457796866,40.67551527614561,263.42313672346614,FD_0009
2026-04-26 19:59:01.333984,,38.34057072561783,47.83210894533355,59.502933182258175,42.144302752388796,45.15110586411605,232.9710214697144,FD_0009
2026-04-26 20:14:01.333984,12.097791376489045,9.495285988421259,47.76519217327036,63.113349177011294,36.56053661939754,39.251018493448875,208.28317382803837,FD_0009
2026-04-26 20:29:01.333984,13.635073255627239,10.073043834116575,44.56817947364076,67.59936797922899,35.00858481364592,38.545289878984704,209.42953923524416,FD_0009
2026-04-26 20:44:01.333984,15.349417747206598,12.322728686070601,44.921850883095665,57.950390123001554,38.56703519535831,36.29023530907199,205.4016579438047,FD_0009
2026-04-26 20:59:01.333984,12.411908490927308,13.772740618255003,43.054876562017874,61.51506886480969,37.70261488920549,36.95093483051539,205.40814425573075,FD_0009
2026-04-26 21:14:01.333984,10.075404084969684,11.181090174310198,35.34924376603506,60.65811187716983,29.17906977457743,31.92588893871297,178.36880861577518,FD_0009
2026-04-26 21:29:01.333984,12.669683951877994,13.642631625321217,36.983413712038505,62.262938997671704,25.629827335418724,29.842164061467923,181.03065968379605,FD_0009
2026-04-26 21:44:01.333984,13.74968975063,12.457207939106798,38.462715039550396,71.49649473050029,33.27328204952877,31.81127144334596,201.25066095266223,FD_0009
2026-04-26 21:59:01.333984,13.12378546972862,12.934424935798063,34.953351171684446,68.18430521701072,28.634516070644732,30.99315669604769,188.82353956091427,FD_0009
2026-04-26 22:14:01.333984,13.19463763302581,14.704719653116566,12.106920283925552,41.9663435288508,10.279409833222466,8.706793100760242,100.95882403290143,FD_0009
2026-04-26 22:29:01.333984,12.526091182225002,12.817880359407665,11.677463746903697,38.401842637886695,9.010531305702406,7.690043363838599,92.12385259596405,FD_0009
2026-04-26 22:44:01.333984,10.995904056895856,11.015193767451265,9.238374078188572,37.00208413260635,6.560090418710312,9.137945857922837,83.9495923117752,FD_0009
2026-04-26 22:59:01.333984,12.731368357593466,14.985319195144577,7.812462481588783,40.27918153974833,8.6556589782817,8.619099950678063,93.08309050303491,FD_0009
2026-04-26 23:14:01.333984,8.775938703744641,9.299359292752648,9.665857771877496,34.52665210001323,6.595773577216814,7.564308352522452,76.42788979812728,FD_0009
2026-04-26 23:29:01.333984,11.335772297793095,9.0721072763662,10.299015754451206,36.59392944245262,9.618539279908312,6.570792655671332,83.49015670664276,FD_0009
2026-04-26 23:44:01.333984,11.161748468960305,9.735728169818934,9.83140558272417,34.44717539942857,7.551874315895356,7.313730675922834,80.04166261275017,FD_0009
2026-04-26 23:59:01.333984,13.933879814034215,13.179556001099016,11.905266229281773,39.11561780629812,12.447450199568454,7.529629974269012,98.11140002455059,FD_0009
2026-04-27 00:14:01.333984,14.708958337353717,13.872484544851456,8.885891557540072,35.49443622522999,9.049788720771957,7.1038095515865205,89.11536893733371,FD_0009
2026-04-27 00:29:01.333984,16.15979148914319,13.447319412868998,9.188675849833226,36.03901187530014,5.174539140142311,6.6382445385073146,86.64758230579517,FD_0009
2026-04-27 00:44:01.333984,14.72236118980702,12.609805094594272,9.26914744616039,42.31351797804424,6.8249670631477395,5.925909771741787,91.66570854349544,FD_0009
2026-04-27 00:59:01.333984,13.005132224222626,13.73279634595558,8.457240460696498,37.95919532429904,6.817260451004525,11.671480680544239,91.6431054867225,FD_0009
2026-04-27 01:14:01.333984,12.078057748771343,9.1523140831037,11.541108173056536,39.77541239017365,7.2139288605937395,7.690924730359832,87.4517459860588,FD_0009
2026-04-27 01:29:01.333984,12.348871594062054,11.72231235668296,,38.58842301850469,7.952840319686495,7.818764338627829,78.43121162756404,FD_0009
2026-04-27 01:44:01.333984,13.235018680788583,13.157705849439386,10.945995889373876,37.181754311306456,7.955978321527298,,82.47645305243559,FD_0009
2026-04-27 01:59:01.333984,12.640263224695943,10.039687214422727,8.964038907596507,37.02712417057055,7.591097043968624,5.860006428429263,82.12221698968362,FD_0009
2026-04-27 02:14:01.333984,12.794542727839016,,8.454031179402584,40.24154052193148,7.810341843192161,6.4267548262357455,75.72721109860099,FD_0009
